"Taxon_Id","Kingdom","Class","Family","Scientific_name","Common_name","Taxon_author","NCA_status","EPBC_status","Significant","Endemicity"
14634,"plants","monocots","Orchidaceae","Dendrobium monophyllum",,"F.Muell.","C",,,"U"
12837,"plants","monocots","Orchidaceae","Dendrobium nindii","blue orchid","W.Hill","E","E","Y","U"
8172,"plants","monocots","Orchidaceae","Dendrobium prenticei",,"(F.Muell.) Nicholls","C",,,"U"
7930,"plants","monocots","Orchidaceae","Dendrobium schneiderae var. majus",,"Rupp","C",,,"U"
12839,"plants","monocots","Orchidaceae","Dendrobium schneiderae var. schneiderae",,"F.M.Bailey","NT",,"Y","Q"
12840,"plants","monocots","Orchidaceae","Dendrobium smillieae",,"F.Muell.","C",,,"U"
9756,"plants","monocots","Orchidaceae","Dendrobium speciosum subsp. capricornicum",,"(Clemesha) D.P.Banks & Clemesha","C",,,"U"
13975,"plants","monocots","Orchidaceae","Dendrobium speciosum subsp. curvicaule",,"(F.M.Bailey) D.P.Banks & Clemesha","C",,,"U"
9074,"plants","monocots","Orchidaceae","Dendrobium speciosum subsp. grandiflorum",,"(F.M.Bailey) D.P.Banks & Clemesha","C",,,"U"
9270,"plants","monocots","Orchidaceae","Dendrobium speciosum subsp. grandiflorum x D.speciosum subsp. hillii",,"(F.M.Bailey) D.P.Banks & Clemesha","C",,,"U"
12829,"plants","monocots","Orchidaceae","Dendrobium speciosum subsp. hillii",,"(Mast.) D.P.Banks & Clemesha","C",,,"U"
9707,"plants","monocots","Orchidaceae","Dendrobium speciosum subsp. pedunculatum",,"(Clemesha) D.P.Banks & Clemesha","C",,,"U"
12831,"plants","monocots","Orchidaceae","Dendrobium tetragonum","tree spider orchid","A.Cunn.","C",,,"U"
12841,"plants","monocots","Orchidaceae","Dendrobium toressae",,"(F.M.Bailey) Dockrill","C",,,"U"
8177,"plants","monocots","Orchidaceae","Dendrobium trilamellatum","yellow antelope orchid","J.J.Sm.","C",,,"U"
13976,"plants","monocots","Orchidaceae","Dendrobium x delicatum",,"(F.M.Bailey) F.M.Bailey","C",,,"U"
9133,"plants","monocots","Orchidaceae","Dendrobium x gracillimum",,"(Rupp) Leaney","C",,,"U"
8900,"plants","monocots","Orchidaceae","Dendrobium x lavarackianum",,"M.A.Clem.","C",,,"U"
9065,"plants","monocots","Orchidaceae","Dendrobium x ruppiosum",,"Clemesha","C",,,"U"
9134,"plants","monocots","Orchidaceae","Dendrobium x superbiens",,"Rchb.f.","V",,"Y","Q"
32035,"plants","monocots","Orchidaceae","Dendrobium x vinicolor",,"St.Cloud","C",,,"U"
12844,"plants","monocots","Orchidaceae","Didymoplexis pallens","crystal bells","Griff.","NT",,"Y","QAI"
5765,"plants","monocots","Orchidaceae","Dienia montana",,"(Sm.) M.A.Clem. & D.L.Jones","C",,,"U"
12845,"plants","monocots","Orchidaceae","Diplocaulobium glabrum",,"(J.J.Sm.) Kraenzl.","C",,,"U"
29274,"plants","monocots","Orchidaceae","Diplocaulobium stelliferum",,"(J.J.Sm.) A.D.Hawkes",,,,"II"
8038,"plants","monocots","Orchidaceae","Dipodium atropurpureum",,"D.L.Jones","C",,,"U"
8446,"plants","monocots","Orchidaceae","Dipodium elegantulum",,"D.L.Jones","C",,,"U"
12846,"plants","monocots","Orchidaceae","Dipodium ensifolium","leafy hyacinth orchid","F.Muell.","C",,,"U"
14607,"plants","monocots","Orchidaceae","Dipodium hamiltonianum","yellow hyacinth orchid","F.M.Bailey","C",,,"U"
8950,"plants","monocots","Orchidaceae","Dipodium pictum","brittle climbing orchid","(Lindl.) Rchb.f.","E","E","Y","U"
14606,"plants","monocots","Orchidaceae","Dipodium punctatum",,"(Sm.) R.Br.","C",,,"U"
12791,"plants","monocots","Orchidaceae","Dipodium stenochilum",,"O.Schwarz","C",,,"U"
9275,"plants","monocots","Orchidaceae","Dipodium variegatum",,"M.A.Clem. & D.L.Jones","C",,,"U"
12793,"plants","monocots","Orchidaceae","Diuris abbreviata","lemon doubletail","F.Muell. ex Benth.","C",,,"U"
9062,"plants","monocots","Orchidaceae","Diuris alba",,"R.Br.","C",,,"U"
6215,"plants","monocots","Orchidaceae","Diuris alba x D.chrysantha",,"R.Br.","C",,,"U"
17417,"plants","monocots","Orchidaceae","Diuris aurea",,"Sm.","C",,,"U"
9276,"plants","monocots","Orchidaceae","Diuris chrysantha","double yellow tails","D.L.Jones & M.A.Clem.","C",,,"U"
34632,"plants","monocots","Orchidaceae","Diuris curta",,"D.L.Jones","C",,,"U"
7943,"plants","monocots","Orchidaceae","Diuris exitela",,"D.L.Jones","C",,,"U"
7944,"plants","monocots","Orchidaceae","Diuris lanceolata","snake orchid","Lindl.","C","E","Y","U"
7945,"plants","monocots","Orchidaceae","Diuris luteola","northern yellow donkeys tails","D.L.Jones & B.Gray","C",,,"U"
12794,"plants","monocots","Orchidaceae","Diuris maculata","leopard orchid","Sm.","C",,,"U"
7946,"plants","monocots","Orchidaceae","Diuris oporina","northern white donkeys tails","D.L.Jones","NT",,"Y","Q"
10526,"plants","monocots","Orchidaceae","Diuris parvipetala",,"(Dockrill) D.L.Jones & M.A.Clem.","V",,"Y","QA"
9445,"plants","monocots","Orchidaceae","Diuris punctata var. punctata",,"Sm.","C",,,"U"
6015,"plants","monocots","Orchidaceae","Diuris sp. (Byfield R.Melzer+ RM651A)",,,"C",,,"U"
14608,"plants","monocots","Orchidaceae","Diuris sulphurea","tiger orchid","R.Br.","C",,,"U"
8198,"plants","monocots","Orchidaceae","Diuris tricolor",,"Fitzg.","C",,,"U"
31906,"plants","monocots","Orchidaceae","Diuris unica",,"D.L.Jones","C",,,"U"
12796,"plants","monocots","Orchidaceae","Diuris x palachila",,"R.S.Rogers","C",,,"U"
5768,"plants","monocots","Orchidaceae","Dockrillia bowmanii","scrub pencil orchid","(Benth.) M.A.Clem. & D.L.Jones","C",,,"U"
5766,"plants","monocots","Orchidaceae","Dockrillia brevicauda",,"(D.L.Jones & M.A.Clem.) M.A.Clem. & D.L.Jones","C",,,"U"
5762,"plants","monocots","Orchidaceae","Dockrillia calamiformis",,"(Lodd.) M.A.Clem. & D.L.Jones","C",,,"U"
18386,"plants","monocots","Orchidaceae","Dockrillia cucumerina",,"(Macleay ex Lindl.) Brieger","C",,,"U"
5805,"plants","monocots","Orchidaceae","Dockrillia dolichophylla",,"(D.L.Jones & M.A.Clem.) M.A.Clem. & D.L.Jones","C",,,"U"
5779,"plants","monocots","Orchidaceae","Dockrillia linguiformis","tongue orchid","(Sw.) Brieger","C",,,"U"
5798,"plants","monocots","Orchidaceae","Dockrillia mortii",,"(F.Muell.) Rauschert","C",,,"U"
5804,"plants","monocots","Orchidaceae","Dockrillia nugentii",,"(F.M.Bailey) M.A.Clem. & D.L.Jones","C",,,"U"
5799,"plants","monocots","Orchidaceae","Dockrillia pugioniformis","dagger orchid","(A.Cunn.) Rauschert","C",,,"U"
5800,"plants","monocots","Orchidaceae","Dockrillia racemosa","tableland pencil orchid","(Nicholls) Rauschert","C",,,"U"
5801,"plants","monocots","Orchidaceae","Dockrillia rigida",,"(R.Br.) Rauschert","C",,,"U"
5803,"plants","monocots","Orchidaceae","Dockrillia schoenina","pencil orchid","(Lindl.) M.A.Clem. & D.L.Jones","C",,,"U"
35702,"plants","monocots","Orchidaceae","Dockrillia sulphurea",,"D.L.Jones & M.A.Clem.",,,,"U"
5671,"plants","monocots","Orchidaceae","Dockrillia teretifolia","rat's tail orchid","(R.Br.) Brieger","C",,,"U"
18387,"plants","monocots","Orchidaceae","Dockrillia wassellii",,"(S.T.Blake) Brieger","NT",,"Y","Q"
5763,"plants","monocots","Orchidaceae","Dockrillia x foederata",,"(St.Cloud) Rauschert","C",,,"U"
5764,"plants","monocots","Orchidaceae","Dockrillia x grimesii",,"(C.T.White & Summerh.) Rauschert","C",,,"U"
7947,"plants","monocots","Orchidaceae","Drymoanthus minutus",,"Nicholls","C",,,"U"
30801,"plants","monocots","Orchidaceae","Empusa habenarina",,"(F.Muell.) M.A.Clem. & D.L.Jones","C",,,"U"
9135,"plants","monocots","Orchidaceae","Epidendrum x obrienianum",,"Rolfe",,,,"IU"
12800,"plants","monocots","Orchidaceae","Epipogium roseum","leafless nodding orchid","(D.Don) Lindl.","C",,,"U"
10535,"plants","monocots","Orchidaceae","Eria dischorensis",,"Schltr.","V",,"Y","Q"
10536,"plants","monocots","Orchidaceae","Eria eriaeoides",,"(F.M.Bailey) Rolfe","C",,,"U"
12801,"plants","monocots","Orchidaceae","Eria fitzalanii","red beech orchid","F.Muell.","C",,,"U"
10537,"plants","monocots","Orchidaceae","Eria irukandjiana",,"St.Cloud","V",,"Y","Q"
10534,"plants","monocots","Orchidaceae","Eria kingii",,"F.Muell.","C",,,"U"
10533,"plants","monocots","Orchidaceae","Eria queenslandica",,"T.E.Hunt","C",,,"U"
13952,"plants","monocots","Orchidaceae","Eriochilus cucullatus",,"(Labill.) Rchb.f.","C",,,"U"
30804,"plants","monocots","Orchidaceae","Eriochilus petricola",,"D.L.Jones & M.A.Clem.","C",,,"U"
17287,"plants","monocots","Orchidaceae","Erythrorchis cassythoides","climbing orchid","(A.Cunn.) Garay","C",,,"U"
30799,"plants","monocots","Orchidaceae","Eucosia umbrosa",,"D.L.Jones & M.A.Clem.","C",,,"U"
8203,"plants","monocots","Orchidaceae","Eulophia bicallosa",,"(D.Don) P.Hunt & Summerh.","NT",,"Y","QAI"
35945,"plants","monocots","Orchidaceae","Eulophia graminea",,"Lindl.","C",,,"U"
30810,"plants","monocots","Orchidaceae","Eulophia pelorica",,"D.L.Jones & M.A.Clem.","V",,"Y","Q"
9758,"plants","monocots","Orchidaceae","Eulophia zollingeri",,"(Rchb.f.) J.J.Sm.","V",,"Y","Q"
30811,"plants","monocots","Orchidaceae","Flickingeria clementsii",,"D.L.Jones","C",,,"U"
8550,"plants","monocots","Orchidaceae","Flickingeria convexa",,"(Blume) A.D.Hawkes","C",,,"U"
7948,"plants","monocots","Orchidaceae","Gastrodia crebriflora",,"D.L.Jones","V",,"Y","Q"
12806,"plants","monocots","Orchidaceae","Gastrodia sesamoides","cinnamon bells","R.Br.","C",,,"U"
7949,"plants","monocots","Orchidaceae","Gastrodia urceolata",,"D.L.Jones","V",,"Y","Q"
16365,"plants","monocots","Orchidaceae","Genoplesium acuminatum",,"(R.S.Rogers) D.L.Jones & M.A.Clem.","C",,,"U"
7950,"plants","monocots","Orchidaceae","Genoplesium alticola",,"D.L.Jones & B.Gray","V",,"Y","Q"
12685,"plants","monocots","Orchidaceae","Genoplesium archeri","variable midge orchid","(Hook.f.) D.L.Jones & M.A.Clem.","C",,,"U"
7951,"plants","monocots","Orchidaceae","Genoplesium confertum",,"D.L.Jones","C",,,"U"
22366,"plants","monocots","Orchidaceae","Genoplesium cranei",,"D.L.Jones","V",,"Y","Q"
12687,"plants","monocots","Orchidaceae","Genoplesium filiforme",,"(Fitzg.) D.L.Jones & M.A.Clem.","C",,,"U"
9605,"plants","monocots","Orchidaceae","Genoplesium fimbriatum","fringed midge orchid","(R.Br.) D.L.Jones & M.A.Clem.","C",,,"U"
12686,"plants","monocots","Orchidaceae","Genoplesium nudiscapum","dense midge orchid","(Hook.f.) D.L.Jones & M.A.Clem.","C",,,"U"
9246,"plants","monocots","Orchidaceae","Genoplesium parvicallum",,"(Rupp) D.L.Jones & M.A.Clem.","C",,,"U"
7952,"plants","monocots","Orchidaceae","Genoplesium pedersonii",,"D.L.Jones","V",,"Y","Q"
7905,"plants","monocots","Orchidaceae","Genoplesium psammophilum",,"D.L.Jones","C",,,"U"
16366,"plants","monocots","Orchidaceae","Genoplesium pumilum","green midge orchid","(Hook.f.) D.L.Jones & M.A.Clem.","C",,,"U"
13103,"plants","monocots","Orchidaceae","Genoplesium rufum","red midge orchid","(R.Br.) D.L.Jones & M.A.Clem.","C",,,"U"
8961,"plants","monocots","Orchidaceae","Genoplesium sagittiferum",,"(Rupp) D.L.Jones & M.A.Clem.","C",,,"U"
7906,"plants","monocots","Orchidaceae","Genoplesium sigmoideum",,"D.L.Jones","NT",,"Y","Q"
22351,"plants","monocots","Orchidaceae","Genoplesium sp. (Fraser Island NP R.Crane 2063)",,,"C",,,"U"
6685,"plants","monocots","Orchidaceae","Genoplesium sp. (Raby Bay J.Elsol AQ462423)",,,"C",,,"U"
6157,"plants","monocots","Orchidaceae","Genoplesium sp. (Wyberba D.L.Jones+ 2557)",,,"C",,,"U"
8485,"plants","monocots","Orchidaceae","Genoplesium tectum",,"D.L.Jones","E","E","Y","U"
7907,"plants","monocots","Orchidaceae","Genoplesium validum",,"D.L.Jones","V",,"Y","Q"
8197,"plants","monocots","Orchidaceae","Geodorum densiflorum","pink nodding orchid","(Lam.) Schltr.","C",,,"U"
12809,"plants","monocots","Orchidaceae","Glossodia major","wax-lip orchid","R.Br.","C",,,"U"
13203,"plants","monocots","Orchidaceae","Glossodia minor","small wax lip orchid","R.Br.","C",,,"U"
13454,"plants","monocots","Orchidaceae","Goodyera grandis",,"(Blume) Blume","E",,"Y","QI"
35327,"plants","monocots","Orchidaceae","Goodyera ochroleuca",,"F.M.Bailey","C",,,"U"
12810,"plants","monocots","Orchidaceae","Goodyera viridiflora",,"(Blume) Blume","NT",,"Y","QI"
19448,"plants","monocots","Orchidaceae","Grastidium baileyi",,"(F.Muell.) Rauschert","C",,,"U"
19449,"plants","monocots","Orchidaceae","Grastidium cancroides",,"(T.E.Hunt) Rauschert","C",,,"U"
19451,"plants","monocots","Orchidaceae","Grastidium insigne",,"(Blume) M.A.Clem. & D.L.Jones","C",,,"U"
19450,"plants","monocots","Orchidaceae","Grastidium luteocilium",,"(Rupp) Rauschert","C",,,"U"
5767,"plants","monocots","Orchidaceae","Grastidium tozerense",,"(Lavarack) M.A.Clem. & D.L.Jones","V",,"Y","Q"
21844,"plants","monocots","Orchidaceae","Habenaria chlorosepala",,"D.L.Jones","C",,,"U"
12812,"plants","monocots","Orchidaceae","Habenaria elongata",,"R.Br.","C",,,"U"
29234,"plants","monocots","Orchidaceae","Habenaria euryloba",,"D.L.Jones","V",,"Y","Q"
21845,"plants","monocots","Orchidaceae","Habenaria exilis",,"D.L.Jones","C",,,"U"
31654,"plants","monocots","Orchidaceae","Habenaria fuscina",,"D.L.Jones","V",,"Y","Q"
19331,"plants","monocots","Orchidaceae","Habenaria harroldii",,"D.L.Jones","E",,"Y","Q"
12814,"plants","monocots","Orchidaceae","Habenaria hymenophylla","rainforest habenaria","Schltr.","NT",,"Y","QA"
9580,"plants","monocots","Orchidaceae","Habenaria macraithii",,"Lavarack","E","E","Y","U"
18422,"plants","monocots","Orchidaceae","Habenaria praecox",,"Lavarack & Dockrill","C",,,"U"
9015,"plants","monocots","Orchidaceae","Habenaria propinquior",,"Rchb.f.","C",,,"U"
12813,"plants","monocots","Orchidaceae","Habenaria rumphii",,"(Brongn.) Lindl.","NT",,"Y","U"
12815,"plants","monocots","Orchidaceae","Habenaria triplonema",,"Schltr.","C",,,"U"
33887,"plants","monocots","Orchidaceae","Habenaria vatia",,"D.L.Jones ex. M.T.Mathieson","V",,"Y","Q"
12816,"plants","monocots","Orchidaceae","Habenaria xanthantha",,"F.Muell.","NT",,"Y","Q"
12819,"plants","monocots","Orchidaceae","Hetaeria oblongifolia",,"Blume","C",,,"U"
12769,"plants","monocots","Orchidaceae","Liparis angustilabris",,"(F.Muell.) Blaxell","C",,,"U"
13180,"plants","monocots","Orchidaceae","Liparis bracteata",,"T.E.Hunt","C",,,"U"
12770,"plants","monocots","Orchidaceae","Liparis coelogynoides",,"(F.Muell.) Benth.","C",,,"U"
7921,"plants","monocots","Orchidaceae","Liparis collinsii",,"B.Gray","C",,,"U"
12771,"plants","monocots","Orchidaceae","Liparis condylobulbon",,"Rchb.f.","V",,"Y","QI"
9453,"plants","monocots","Orchidaceae","Liparis fleckeri",,"Nicholls","C",,,"U"
12772,"plants","monocots","Orchidaceae","Liparis nugentiae",,"F.M.Bailey","C",,,"U"
32529,"plants","monocots","Orchidaceae","Liparis petricola",,"(D.L.Jones & B.Gray) Bostock","C",,,"U"
12773,"plants","monocots","Orchidaceae","Liparis simmondsii",,"F.M.Bailey","NT",,"Y","Q"
12774,"plants","monocots","Orchidaceae","Liparis swenssonii","rock orchid","F.M.Bailey","C",,,"U"
36064,"plants","monocots","Orchidaceae","Luisia atacta",,"D.L.Jones","C",,,"U"
16733,"plants","monocots","Orchidaceae","Luisia teretifolia",,"Gaudich.","C",,,"U"
12782,"plants","monocots","Orchidaceae","Lyperanthus suaveolens","brown beaks","R.Br.","C",,,"U"
13287,"plants","monocots","Orchidaceae","Micropera fasciculata",,"(Lindl.) Garay","C",,,"U"
16629,"plants","monocots","Orchidaceae","Microtis parviflora","slender onion orchid","R.Br.","C",,,"U"
9455,"plants","monocots","Orchidaceae","Microtis rara","scented onion orchid","R.Br.","C",,,"U"
14403,"plants","monocots","Orchidaceae","Microtis unifolia","common onion orchid","(G.Forst.) Rchb.f.","C",,,"U"
12783,"plants","monocots","Orchidaceae","Mobilabium hamatum",,"Rupp","C",,,"U"
9517,"plants","monocots","Orchidaceae","Nervilia aragoana",,"Gaudich.","C",,,"U"
8552,"plants","monocots","Orchidaceae","Nervilia crociformis",,"(Zoll. & Moritzi) Seidenf.","NT",,"Y","Q"
12787,"plants","monocots","Orchidaceae","Nervilia holochila",,"(F.Muell.) Schltr.","C",,,"U"
6517,"plants","monocots","Orchidaceae","Nervilia peltata",,"B.Gray & D.L.Jones","C",,,"U"
12786,"plants","monocots","Orchidaceae","Nervilia plicata",,"(Andrews) Schltr.","C",,,"U"
12785,"plants","monocots","Orchidaceae","Nervilia uniflora",,"(F.Muell.) Schltr.","C",,,"U"
10517,"plants","monocots","Orchidaceae","Oberonia attenuata",,"Dockrill","E","CE","Y","U"
10464,"plants","monocots","Orchidaceae","Oberonia carnosa",,"Lavarack","V",,"Y","Q"
9017,"plants","monocots","Orchidaceae","Oberonia complanata",,"(A.Cunn.) M.A.Clem. & D.L.Jones","C",,,"U"
4988,"plants","monocots","Orchidaceae","Oberonia palmicola",,"F.Muell.","C",,,"U"
7920,"plants","monocots","Orchidaceae","Octarrhena pusilla",,"(F.M.Bailey) M.A.Clem. & D.L.Jones","C",,,"U"
12790,"plants","monocots","Orchidaceae","Orthoceras strictum","horned orchid","R.Br.","C",,,"U"
8553,"plants","monocots","Orchidaceae","Pachystoma pubescens",,"Blume","V",,"Y","Q"
12760,"plants","monocots","Orchidaceae","Papillilabium beckleri",,"(F.Muell. ex Benth.) Dockrill","NT",,"Y","Q"
4992,"plants","monocots","Orchidaceae","Paracaleana minor",,"(R.Br.) Blaxell","C",,,"U"
12719,"plants","monocots","Orchidaceae","Peristeranthus hillii",,"(F.Muell.) T.E.Hunt","C",,,"U"
10469,"plants","monocots","Orchidaceae","Peristylus banfieldii",,"(F.M.Bailey) Lavarack","E",,"Y","Q"
12720,"plants","monocots","Orchidaceae","Peristylus candidus",,"J.J.Sm.","C",,,"U"
30812,"plants","monocots","Orchidaceae","Peristylus chlorandrellus",,"D.L.Jones & M.A.Clem.","C",,,"U"
16493,"plants","monocots","Orchidaceae","Peristylus papuanus",,"(Kraenzl.) J.J.Sm.","C",,,"U"
12722,"plants","monocots","Orchidaceae","Phaius australis",,"F.Muell.","E","E","Y","U"
12723,"plants","monocots","Orchidaceae","Phaius bernaysii","yellow swamp orchid","Rowland ex Rchb.f.","E","E","Y","U"
12724,"plants","monocots","Orchidaceae","Phaius pictus",,"T.E.Hunt","V","V","Y","U"
26469,"plants","monocots","Orchidaceae","Phalaenopsis amabilis subsp. rosenstromii",,"(F.M.Bailey) Christenson","E","E","Y","U"
12725,"plants","monocots","Orchidaceae","Pholidota imbricata",,"Hook.","C",,,"U"
12734,"plants","monocots","Orchidaceae","Plectorrhiza brevilabris",,"(F.Muell.) Dockrill","C",,,"U"
14320,"plants","monocots","Orchidaceae","Plectorrhiza tridentata","tangle orchid","(Lindl.) Dockrill","C",,,"U"
30802,"plants","monocots","Orchidaceae","Plexaure crassiuscula",,"(Nicholls) M.A.Clem. & D.L.Jones","C",,,"U"
12735,"plants","monocots","Orchidaceae","Pomatocalpa macphersonii",,"(F.Muell.) T.E.Hunt","C",,,"U"
11376,"plants","monocots","Orchidaceae","Pomatocalpa marsupiale",,"(Kraenzl.) J.J.Sm.","V",,"Y","QI"
14287,"plants","monocots","Orchidaceae","Prasophyllum australe","austral leek orchid","R.Br.","C",,,"U"
13104,"plants","monocots","Orchidaceae","Prasophyllum brevilabre",,"(Lindl.) Hook.f.","C",,,"U"
7908,"plants","monocots","Orchidaceae","Prasophyllum campestre",,"R.J.Bates & D.L.Jones","NT",,"Y","Q"
16367,"plants","monocots","Orchidaceae","Prasophyllum elatum","tall leek orchid","R.Br.","C",,,"U"
7909,"plants","monocots","Orchidaceae","Prasophyllum exilis",,"D.L.Jones & R.J.Bates","NT",,"Y","U"
8895,"plants","monocots","Orchidaceae","Prasophyllum flavum","yellow leek orchid","R.Br.","C",,,"U"
7910,"plants","monocots","Orchidaceae","Prasophyllum incompositum",,"D.L.Jones","NT",,"Y","Q"
8488,"plants","monocots","Orchidaceae","Prasophyllum wallum","Wallum leek orchid","R.J.Bates & D.L.Jones","V","V","Y","U"
12689,"plants","monocots","Orchidaceae","Pseudovanilla foliata","giant climbing orchid","(F.Muell.) Garay","C",,,"U"
12690,"plants","monocots","Orchidaceae","Pterostylis acuminata","sharp greenhood","R.Br.","C",,,"U"
18886,"plants","monocots","Orchidaceae","Pterostylis anatona",,"D.L.Jones","C",,,"U"
18887,"plants","monocots","Orchidaceae","Pterostylis aquilonia",,"D.L.Jones & B.Gray","C",,,"U"
16345,"plants","monocots","Orchidaceae","Pterostylis baptistii","king greenhood","Fitzg.","C",,,"U"
34218,"plants","monocots","Orchidaceae","Pterostylis baptistii x P.nutans",,"Fitzg.","C",,,"U"
